date,league,game_id,athlete_id,player,matchup,proj,sd,median,l10,grade_line,p_grade,gap,model,actual,line_lo,p_lo,boarded
2026-04-03,NBA,401810982,5041939.0,Cooper Flagg,DAL vs ORL,32.79,9.15,32.0,34.1,34.5,0.4225,1.31,v1-backfill,60.0,,,
2026-04-03,NBA,401810980,5099752.0,Rayan Rupert,MEM vs TOR,15.72,7.26,15.0,16.7,17.5,0.3998,0.98,v1-backfill,9.0,,,
2026-04-03,NBA,401810980,5105550.0,GG Jackson,MEM vs TOR,24.13,7.87,24.0,23.2,26.5,0.3779,0.93,v1-backfill,36.0,,,
2026-04-03,NBA,401810979,5105839.0,Brice Sensabaugh,UTAH vs HOU,25.52,8.34,25.0,32.1,27.5,0.4026,6.58,v1-backfill,28.0,,,
2026-04-03,NBA,401810976,5124612.0,VJ Edgecombe,PHI vs MIN,25.79,8.81,25.0,32.6,27.5,0.4197,6.81,v1-backfill,13.0,,,
2026-04-03,NBA,401810977,5242502.0,Ben Saraf,BKN vs ATL,14.73,7.03,14.0,18.5,16.5,0.3971,3.77,v1-backfill,8.0,,,
2026-04-04,NBA,401810986,4251.0,Paul George,PHI vs DET,24.48,8.57,24.0,31.3,26.5,0.4034,6.82,v1-backfill,29.0,,,
2026-04-04,NBA,401810985,3064290.0,Aaron Gordon,DEN vs SA,22.46,8.26,22.0,20.6,24.5,0.3987,1.86,v1-backfill,24.0,,,
2026-04-04,NBA,401810985,3112335.0,Nikola Jokic,DEN vs SA,49.38,11.08,49.0,49.6,51.5,0.4209,0.22,v1-backfill,61.0,,,
2026-04-04,NBA,401810986,3157465.0,Duncan Robinson,DET vs PHI,18.06,7.41,18.0,18.0,20.5,0.3668,0.06,v1-backfill,15.0,,,
2026-04-04,NBA,401810985,3936299.0,Jamal Murray,DEN vs SA,36.96,10.14,36.0,37.3,38.5,0.4368,0.34,v1-backfill,29.0,,,
2026-04-04,NBA,401810985,4066259.0,De'Aaron Fox,SA vs DEN,25.99,8.23,25.0,24.9,27.5,0.4243,1.09,v1-backfill,22.0,,,
2026-04-04,NBA,401810984,4066261.0,Bam Adebayo,MIA vs WSH,36.96,9.71,36.0,36.4,38.5,0.4341,0.56,v1-backfill,30.0,,,
2026-04-04,NBA,401810984,4278053.0,Davion Mitchell,MIA vs WSH,21.52,7.88,21.0,18.6,23.5,0.397,2.92,v1-backfill,22.0,,,
2026-04-04,NBA,401810985,4395630.0,Devin Vassell,SA vs DEN,20.4,7.63,20.0,20.1,22.5,0.3878,0.3,v1-backfill,25.0,,,
2026-04-04,NBA,401810986,4397014.0,Quentin Grimes,PHI vs DET,16.76,7.73,16.0,25.2,18.5,0.4077,8.44,v1-backfill,4.0,,,
2026-04-04,NBA,401810986,4431678.0,Tyrese Maxey,PHI vs DET,33.38,8.91,33.0,39.0,35.5,0.4024,5.62,v1-backfill,25.0,,,
2026-04-04,NBA,401810985,4431767.0,Christian Braun,DEN vs SA,19.35,7.77,19.0,21.1,21.5,0.387,1.75,v1-backfill,33.0,,,
2026-04-04,NBA,401810986,4433621.0,Jalen Duren,DET vs PHI,34.39,9.23,34.0,38.0,36.5,0.4063,3.61,v1-backfill,26.0,,,
2026-04-04,NBA,401810985,4592479.0,Julian Champagnie,SA vs DEN,19.09,7.39,19.0,18.7,21.5,0.3677,0.39,v1-backfill,25.0,,,
2026-04-04,NBA,401810984,4601025.0,Pelle Larsson,MIA vs WSH,22.78,7.91,22.0,21.5,24.5,0.4104,1.28,v1-backfill,27.0,,,
2026-04-04,NBA,401810986,4684742.0,Ausar Thompson,DET vs PHI,18.71,7.35,18.0,18.2,20.5,0.4002,0.51,v1-backfill,21.0,,,
2026-04-04,NBA,401810985,4845367.0,Stephon Castle,SA vs DEN,31.4,9.12,31.0,33.9,33.5,0.4055,2.5,v1-backfill,34.0,,,
2026-04-04,NBA,401810985,5037871.0,Dylan Harper,SA vs DEN,20.01,7.5,19.0,23.1,21.5,0.4179,3.09,v1-backfill,18.0,,,
2026-04-04,NBA,401810985,5104157.0,Victor Wembanyama,SA vs DEN,41.35,10.33,41.0,44.7,43.5,0.4144,3.35,v1-backfill,59.0,,,
2026-04-04,NBA,401810986,5107199.0,Daniss Jenkins,DET vs PHI,22.28,8.01,22.0,30.1,24.5,0.387,7.82,v1-backfill,34.0,,,
2026-04-04,NBA,401810986,5124612.0,VJ Edgecombe,PHI vs DET,23.3,8.69,23.0,31.2,25.5,0.3964,7.9,v1-backfill,26.0,,,
2026-04-04,NBA,401810984,5144126.0,Will Riley,WSH vs MIA,18.26,7.5,18.0,23.2,20.5,0.3788,4.94,v1-backfill,36.0,,,
2026-04-05,NBA,401810995,1966.0,LeBron James,LAL vs DAL,38.12,9.75,38.0,32.0,40.5,0.3998,6.12,v1-backfill,54.0,,,
2026-04-05,NBA,401810997,3202.0,Kevin Durant,HOU vs GS,35.86,9.35,35.0,36.9,37.5,0.4274,1.04,v1-backfill,47.0,,,
2026-04-05,NBA,401810996,3448.0,Brook Lopez,LAC vs SAC,15.17,7.21,15.0,18.8,17.5,0.3691,3.63,v1-backfill,11.0,,,
2026-04-05,NBA,401810997,3975.0,Stephen Curry,GS vs HOU,29.78,8.78,29.0,30.9,31.5,0.4189,1.12,v1-backfill,35.0,,,
2026-04-05,NBA,401810991,3992.0,James Harden,CLE vs IND,38.99,9.85,38.0,33.6,40.5,0.4362,5.39,v1-backfill,39.0,,,
2026-04-05,NBA,401810996,6450.0,Kawhi Leonard,LAC vs SAC,34.72,8.87,34.0,35.8,36.5,0.417,1.08,v1-backfill,35.0,,,
2026-04-05,NBA,401810997,6589.0,Draymond Green,GS vs HOU,17.31,7.18,17.0,20.4,19.5,0.3762,3.09,v1-backfill,25.0,,,
2026-04-05,NBA,401810989,2583632.0,Royce O'Neale,PHX vs CHI,17.27,7.51,17.0,17.0,19.5,0.3794,0.27,v1-backfill,8.0,,,
2026-04-05,NBA,401810992,3032976.0,Rudy Gobert,MIN vs CHA,23.44,8.09,23.0,24.7,25.5,0.3958,1.26,v1-backfill,24.0,,,
2026-04-05,NBA,401810992,3064514.0,Julius Randle,MIN vs CHA,31.71,8.97,31.0,32.6,33.5,0.4176,0.89,v1-backfill,38.0,,,
2026-04-05,NBA,401810987,3078576.0,Derrick White,BOS vs TOR,22.03,7.67,21.0,21.3,23.5,0.4207,0.73,v1-backfill,22.0,,,
2026-04-05,NBA,401810989,3135045.0,Grayson Allen,PHX vs CHI,22.41,7.84,22.0,22.0,24.5,0.391,0.41,v1-backfill,13.0,,,
2026-04-05,NBA,401810989,3136193.0,Devin Booker,PHX vs CHI,35.79,9.42,35.0,36.8,37.5,0.4248,1.01,v1-backfill,37.0,,,
2026-04-05,NBA,401810991,3908809.0,Donovan Mitchell,CLE vs IND,38.98,9.92,38.0,33.4,40.5,0.4363,5.58,v1-backfill,50.0,,,
2026-04-05,NBA,401810996,3908845.0,John Collins,LAC vs SAC,18.93,7.69,18.0,19.2,20.5,0.4158,0.27,v1-backfill,31.0,,,
2026-04-05,NBA,401810987,3913176.0,Brandon Ingram,TOR vs BOS,26.26,8.56,26.0,27.9,28.5,0.393,1.64,v1-backfill,22.0,,,
2026-04-05,NBA,401810987,3917376.0,Jaylen Brown,BOS vs TOR,38.73,9.88,38.0,43.0,40.5,0.4257,4.27,v1-backfill,35.0,,,
2026-04-05,NBA,401810992,3934673.0,Donte DiVincenzo,MIN vs CHA,18.23,7.57,18.0,16.8,20.5,0.3779,1.43,v1-backfill,10.0,,,
2026-04-05,NBA,401810996,3936099.0,Derrick Jones Jr.,LAC vs SAC,13.25,7.04,13.0,14.2,15.5,0.3704,0.95,v1-backfill,10.0,,,
2026-04-05,NBA,401810987,4065648.0,Jayson Tatum,BOS vs TOR,34.78,9.44,34.0,38.3,36.5,0.4248,3.52,v1-backfill,43.0,,,
2026-04-05,NBA,401810987,4065804.0,Sam Hauser,BOS vs TOR,12.39,6.88,12.0,12.0,14.5,0.3756,0.39,v1-backfill,11.0,,,
2026-04-05,NBA,401810993,4066320.0,Desmond Bane,ORL vs NO,28.4,8.54,28.0,27.1,30.5,0.3991,1.3,v1-backfill,37.0,,,
2026-04-05,NBA,401810987,4066354.0,Payton Pritchard,BOS vs TOR,23.64,8.39,23.0,26.5,25.5,0.4088,2.86,v1-backfill,21.0,,,
2026-04-05,NBA,401810992,4066383.0,Miles Bridges,CHA vs MIN,24.81,8.02,24.0,22.3,26.5,0.413,2.51,v1-backfill,40.0,,,
2026-04-05,NBA,401810997,4066436.0,De'Anthony Melton,GS vs HOU,16.14,7.6,16.0,19.1,18.5,0.3741,2.96,v1-backfill,11.0,,,
2026-04-05,NBA,401810989,4277811.0,Collin Sexton,CHI vs PHX,26.03,8.16,25.0,25.1,27.5,0.4255,0.93,v1-backfill,28.0,,,
2026-04-05,NBA,401810993,4277847.0,Wendell Carter Jr.,ORL vs NO,22.63,7.96,22.0,22.4,24.5,0.4037,0.23,v1-backfill,19.0,,,
2026-04-05,NBA,401810994,4278073.0,Shai Gilgeous-Alexander,OKC vs UTAH,40.37,10.0,40.0,40.0,42.5,0.4122,0.37,v1-backfill,31.0,,,
2026-04-05,NBA,401810995,4278078.0,P.J. Washington,DAL vs LAL,21.44,8.03,21.0,23.4,23.5,0.3954,1.96,v1-backfill,21.0,,,
2026-04-05,NBA,401810995,4278129.0,Deandre Ayton,LAL vs DAL,26.88,8.29,26.0,18.8,28.5,0.4192,8.08,v1-backfill,18.0,,,
2026-04-05,NBA,401810989,4278585.0,Collin Gillespie,PHX vs CHI,21.29,7.95,21.0,19.2,23.5,0.3869,2.09,v1-backfill,15.0,,,
2026-04-05,NBA,401810995,4278594.0,Naji Marshall,DAL vs LAL,23.91,8.5,23.0,26.8,25.5,0.4225,2.89,v1-backfill,26.0,,,
2026-04-05,NBA,401810996,4279318.0,Daeqwon Plowden,SAC vs LAC,13.55,6.88,13.0,18.8,15.5,0.3846,5.25,v1-backfill,20.0,,,
2026-04-05,NBA,401810987,4395625.0,RJ Barrett,TOR vs BOS,26.11,8.12,26.0,28.3,28.5,0.3801,2.19,v1-backfill,24.0,,,
2026-04-05,NBA,401810989,4395626.0,Tre Jones,CHI vs PHX,27.93,8.5,27.0,26.0,29.5,0.4238,1.93,v1-backfill,38.0,,,
2026-04-05,NBA,401810993,4395628.0,Zion Williamson,NO vs ORL,32.51,8.86,32.0,26.6,34.5,0.4078,5.91,v1-backfill,26.0,,,
2026-04-05,NBA,401810996,4396907.0,Darius Garland,LAC vs SAC,27.72,8.89,27.0,30.9,29.5,0.4175,3.18,v1-backfill,27.0,,,
2026-04-05,NBA,401810992,4396971.0,Naz Reid,MIN vs CHA,19.53,7.5,19.0,19.3,21.5,0.3929,0.23,v1-backfill,14.0,,,
2026-04-05,NBA,401810992,4397002.0,Ayo Dosunmu,MIN vs CHA,24.97,8.32,24.0,29.5,26.5,0.4242,4.53,v1-backfill,18.0,,,
2026-04-05,NBA,401810993,4397136.0,Saddiq Bey,NO vs ORL,30.17,8.51,30.0,26.7,32.5,0.3885,3.47,v1-backfill,39.0,,,
2026-04-05,NBA,401810987,4397424.0,Neemias Queta,BOS vs TOR,20.36,7.76,20.0,23.6,22.5,0.3875,3.24,v1-backfill,29.0,,,
2026-04-05,NBA,401810996,4431679.0,Precious Achiuwa,SAC vs LAC,21.61,8.08,21.0,28.1,23.5,0.4038,6.49,v1-backfill,13.0,,,
2026-04-05,NBA,401810993,4432165.0,Jalen Suggs,ORL vs NO,23.56,8.09,23.0,23.0,25.5,0.4014,0.56,v1-backfill,23.0,,,
2026-04-05,NBA,401810993,4432573.0,Paolo Banchero,ORL vs NO,34.56,9.72,34.0,34.3,36.5,0.4178,0.26,v1-backfill,45.0,,,
2026-04-05,NBA,401810995,4432582.0,Max Christie,DAL vs LAL,14.55,6.9,14.0,13.5,16.5,0.3847,1.05,v1-backfill,11.0,,,
2026-04-05,NBA,401810997,4432639.0,Jabari Smith Jr.,HOU vs GS,25.5,8.34,25.0,26.0,27.5,0.4019,0.5,v1-backfill,33.0,,,
2026-04-05,NBA,401810992,4432816.0,LaMelo Ball,CHA vs MIN,32.01,8.87,31.0,33.1,33.5,0.4302,1.09,v1-backfill,46.0,,,
2026-04-05,NBA,401810989,4432822.0,Isaac Okoro,CHI vs PHX,17.4,7.21,17.0,13.0,19.5,0.3813,4.4,v1-backfill,19.0,,,
2026-04-05,NBA,401810987,4433134.0,Scottie Barnes,TOR vs BOS,28.58,8.7,28.0,30.3,30.5,0.4093,1.72,v1-backfill,24.0,,,
2026-04-05,NBA,401810992,4433249.0,Moussa Diabate,CHA vs MIN,18.94,7.68,18.0,18.5,20.5,0.416,0.44,v1-backfill,21.0,,,
2026-04-05,NBA,401810994,4433255.0,Chet Holmgren,OKC vs UTAH,24.3,8.22,24.0,23.6,26.5,0.3907,0.7,v1-backfill,29.0,,,
2026-04-05,NBA,401810992,4433287.0,Brandon Miller,CHA vs MIN,28.81,8.51,28.0,28.6,30.5,0.4182,0.21,v1-backfill,16.0,,,
2026-04-05,NBA,401810989,4437244.0,Jalen Green,PHX vs CHI,26.53,8.54,26.0,28.0,28.5,0.4052,1.47,v1-backfill,33.0,,,
2026-04-05,NBA,401810990,4591725.0,Ryan Rollins,MIL vs MEM,30.91,9.03,30.0,31.0,32.5,0.4271,0.09,v1-backfill,31.0,,,
2026-04-05,NBA,401810987,4593841.0,Baylor Scheierman,BOS vs TOR,8.54,6.17,8.0,12.3,10.5,0.3711,3.76,v1-backfill,10.0,,,
2026-04-05,NBA,401810990,4595400.0,Olivier-Maxence Prosper,MEM vs MIL,25.68,8.32,25.0,20.9,27.5,0.4099,4.78,v1-backfill,18.0,,,
2026-04-05,NBA,401810989,4601023.0,Oso Ighodaro,PHX vs CHI,18.18,7.33,18.0,21.4,20.5,0.3718,3.22,v1-backfill,12.0,,,
2026-04-05,NBA,401810996,4683634.0,Bennedict Mathurin,LAC vs SAC,24.16,8.35,24.0,27.5,26.5,0.3858,3.34,v1-backfill,16.0,,,
2026-04-05,NBA,401810997,4684740.0,Amen Thompson,HOU vs GS,31.37,8.84,31.0,31.9,33.5,0.4013,0.53,v1-backfill,28.0,,,
2026-04-05,NBA,401810994,4684793.0,Kyle Filipowski,UTAH vs OKC,24.86,8.41,24.0,27.8,26.5,0.4198,2.94,v1-backfill,40.0,,,
2026-04-05,NBA,401810990,4684806.0,Taylor Hendricks,MEM vs MIL,21.14,7.51,21.0,14.1,23.5,0.3725,7.04,v1-backfill,15.0,,,
2026-04-05,NBA,401810993,4702382.0,Tristan da Silva,ORL vs NO,16.52,7.32,16.0,18.6,18.5,0.3894,2.08,v1-backfill,7.0,,,
2026-04-05,NBA,401810996,4702384.0,Nique Clifford,SAC vs LAC,16.38,7.38,16.0,21.5,18.5,0.3831,5.12,v1-backfill,28.0,,,
2026-04-05,NBA,401810997,4711272.0,Reed Sheppard,HOU vs GS,22.99,8.16,22.0,24.2,24.5,0.4238,1.21,v1-backfill,13.0,,,
2026-04-05,NBA,401810988,4845374.0,Bub Carrington,WSH vs BKN,22.93,7.92,22.0,21.3,24.5,0.4181,1.63,v1-backfill,19.0,,,
2026-04-05,NBA,401810997,4871144.0,Alperen Sengun,HOU vs GS,36.28,9.72,36.0,38.3,38.5,0.4062,2.02,v1-backfill,37.0,,,
2026-04-05,NBA,401810994,4873138.0,Ace Bailey,UTAH vs OKC,23.19,8.38,23.0,28.6,25.5,0.3874,5.41,v1-backfill,20.0,,,
2026-04-05,NBA,401810994,4895758.0,Cody Williams,UTAH vs OKC,19.81,8.28,19.0,27.3,21.5,0.4158,7.49,v1-backfill,17.0,,,
2026-04-05,NBA,401810990,4896372.0,Walter Clayton Jr.,MEM vs MIL,22.31,7.73,22.0,16.1,24.5,0.3844,6.21,v1-backfill,27.0,,,
2026-04-05,NBA,401810996,4898371.0,Maxime Raynaud,SAC vs LAC,22.62,8.24,22.0,28.4,24.5,0.4061,5.78,v1-backfill,28.0,,,
2026-04-05,NBA,401810997,4997536.0,Gui Santos,GS vs HOU,18.42,7.64,18.0,26.4,20.5,0.3891,7.98,v1-backfill,20.0,,,
2026-04-05,NBA,401810995,5041939.0,Cooper Flagg,DAL vs LAL,32.38,9.43,32.0,36.7,34.5,0.4078,4.32,v1-backfill,62.0,,,
2026-04-05,NBA,401810990,5099752.0,Rayan Rupert,MEM vs MIL,19.97,7.73,19.0,16.4,21.5,0.4185,3.57,v1-backfill,53.0,,,
2026-04-05,NBA,401810994,5105839.0,Brice Sensabaugh,UTAH vs OKC,24.96,8.27,24.0,32.3,26.5,0.4232,7.34,v1-backfill,43.0,,,
2026-04-05,NBA,401810988,5144126.0,Will Riley,WSH vs BKN,22.61,8.04,22.0,23.8,24.5,0.4036,1.19,v1-backfill,40.0,,,
2026-04-06,NBA,401811002,3995.0,Jrue Holiday,POR vs DEN,28.56,8.74,28.0,26.3,30.5,0.4087,2.26,v1-backfill,36.0,,,
2026-04-06,NBA,401811001,4251.0,Paul George,PHI vs SA,26.44,8.74,26.0,31.9,28.5,0.4034,5.46,v1-backfill,24.0,,,
2026-04-06,NBA,401810998,2490149.0,CJ McCollum,ATL vs NY,25.94,8.27,25.0,27.1,27.5,0.4219,1.16,v1-backfill,26.0,,,
2026-04-06,NBA,401811001,3059318.0,Joel Embiid,PHI vs SA,36.39,9.41,36.0,42.0,38.5,0.408,5.61,v1-backfill,47.0,,,
2026-04-06,NBA,401810998,3062679.0,Josh Hart,NY vs ATL,23.71,8.13,23.0,25.4,25.5,0.4096,1.69,v1-backfill,10.0,,,
2026-04-06,NBA,401811002,3112335.0,Nikola Jokic,DEN vs POR,49.78,11.18,49.0,50.3,51.5,0.4362,0.52,v1-backfill,62.0,,,
2026-04-06,NBA,401810998,3136195.0,Karl-Anthony Towns,NY vs ATL,33.68,9.17,33.0,35.2,35.5,0.418,1.52,v1-backfill,39.0,,,
2026-04-06,NBA,401811002,3138196.0,Cameron Johnson,DEN vs POR,19.04,7.62,18.0,20.7,20.5,0.4208,1.66,v1-backfill,30.0,,,
2026-04-06,NBA,401810998,3147657.0,Mikal Bridges,NY vs ATL,19.73,7.41,19.0,18.0,21.5,0.4021,1.73,v1-backfill,22.0,,,
2026-04-06,NBA,401810998,3934672.0,Jalen Brunson,NY vs ATL,34.13,9.16,34.0,35.7,36.5,0.3943,1.57,v1-backfill,46.0,,,
2026-04-06,NBA,401810998,3934719.0,OG Anunoby,NY vs ATL,24.27,8.59,24.0,24.8,26.5,0.3938,0.53,v1-backfill,28.0,,,
2026-04-06,NBA,401811002,3936299.0,Jamal Murray,DEN vs POR,37.24,10.03,37.0,38.5,39.5,0.4074,1.26,v1-backfill,28.0,,,
2026-04-06,NBA,401810999,4066320.0,Desmond Bane,ORL vs DET,26.85,8.39,26.0,28.8,28.5,0.4188,1.95,v1-backfill,29.0,,,
2026-04-06,NBA,401811000,4066757.0,Sam Merrill,CLE vs MEM,22.83,7.88,22.0,18.9,24.5,0.4129,3.93,v1-backfill,25.0,,,
2026-04-06,NBA,401810999,4277847.0,Wendell Carter Jr.,ORL vs DET,20.21,7.71,20.0,22.2,22.5,0.3792,1.99,v1-backfill,18.0,,,
2026-04-06,NBA,401810998,4278039.0,Nickeil Alexander-Walker,ATL vs NY,28.39,8.45,28.0,29.7,30.5,0.3976,1.31,v1-backfill,41.0,,,
2026-04-06,NBA,401811001,4395630.0,Devin Vassell,SA vs PHI,20.84,7.69,20.0,20.4,22.5,0.4115,0.44,v1-backfill,17.0,,,
2026-04-06,NBA,401811001,4431678.0,Tyrese Maxey,PHI vs SA,33.97,9.01,33.0,36.6,35.5,0.4295,2.63,v1-backfill,26.0,,,
2026-04-06,NBA,401811002,4431736.0,Toumani Camara,POR vs DEN,24.1,8.32,24.0,23.1,26.5,0.3824,1.0,v1-backfill,35.0,,,
2026-04-06,NBA,401811002,4431767.0,Christian Braun,DEN vs POR,20.58,7.95,20.0,22.8,22.5,0.401,2.22,v1-backfill,15.0,,,
2026-04-06,NBA,401811000,4432158.0,Evan Mobley,CLE vs MEM,36.94,9.97,36.0,33.1,38.5,0.4351,3.84,v1-backfill,34.0,,,
2026-04-06,NBA,401810999,4432165.0,Jalen Suggs,ORL vs DET,21.18,7.83,21.0,22.8,23.5,0.3795,1.62,v1-backfill,30.0,,,
2026-04-06,NBA,401810999,4432573.0,Paolo Banchero,ORL vs DET,32.2,9.45,32.0,34.1,34.5,0.4002,1.9,v1-backfill,39.0,,,
2026-04-06,NBA,401810999,4433621.0,Jalen Duren,DET vs ORL,37.25,9.6,37.0,37.5,39.5,0.4037,0.25,v1-backfill,31.0,,,
2026-04-06,NBA,401811001,4592479.0,Julian Champagnie,SA vs PHI,19.85,7.49,19.0,19.6,21.5,0.4094,0.25,v1-backfill,18.0,,,
2026-04-06,NBA,401811002,4683021.0,Deni Avdija,POR vs DEN,38.16,9.69,38.0,36.7,40.5,0.4008,1.46,v1-backfill,37.0,,,
2026-04-06,NBA,401811002,4683678.0,Scoot Henderson,POR vs DEN,22.38,7.8,22.0,20.5,24.5,0.389,1.88,v1-backfill,24.0,,,
2026-04-06,NBA,401810999,4684742.0,Ausar Thompson,DET vs ORL,22.28,7.72,22.0,18.8,24.5,0.3831,3.48,v1-backfill,17.0,,,
2026-04-06,NBA,401810998,4701230.0,Jalen Johnson,ATL vs NY,38.39,9.72,38.0,39.6,40.5,0.4107,1.21,v1-backfill,37.0,,,
2026-04-06,NBA,401811001,4845367.0,Stephon Castle,SA vs PHI,31.16,8.88,31.0,32.2,33.5,0.3925,1.04,v1-backfill,42.0,,,
2026-04-06,NBA,401810998,4869342.0,Dyson Daniels,ATL vs NY,24.82,8.44,24.0,25.9,26.5,0.4181,1.08,v1-backfill,26.0,,,
2026-04-06,NBA,401811000,4896372.0,Walter Clayton Jr.,MEM vs CLE,20.33,7.61,20.0,16.7,22.5,0.384,3.63,v1-backfill,22.0,,,
2026-04-06,NBA,401811000,4903027.0,Cedric Coward,MEM vs CLE,26.05,8.44,25.0,20.5,27.5,0.4288,5.55,v1-backfill,20.0,,,
2026-04-06,NBA,401811001,5104157.0,Victor Wembanyama,SA vs PHI,42.48,10.52,42.0,45.4,44.5,0.4208,2.92,v1-backfill,23.0,,,
2026-04-06,NBA,401811000,5105550.0,GG Jackson,MEM vs CLE,25.57,8.16,25.0,24.8,27.5,0.4029,0.77,v1-backfill,19.0,,,
2026-04-06,NBA,401811002,5105565.0,Donovan Clingan,POR vs DEN,27.05,8.82,26.0,25.2,28.5,0.4317,1.85,v1-backfill,30.0,,,
2026-04-06,NBA,401810999,5107199.0,Daniss Jenkins,DET vs ORL,25.91,8.37,25.0,31.1,27.5,0.4217,5.19,v1-backfill,27.0,,,
2026-04-06,NBA,401811001,5124612.0,VJ Edgecombe,PHI vs SA,24.98,8.88,24.0,30.5,26.5,0.429,5.52,v1-backfill,25.0,,,
2026-04-07,NBA,401811012,3202.0,Kevin Durant,HOU vs PHX,36.55,9.41,36.0,38.8,38.5,0.4145,2.25,v1-backfill,31.0,,,
2026-04-07,NBA,401811009,3975.0,Stephen Curry,GS vs SAC,35.02,9.29,34.0,30.5,36.5,0.4338,4.52,v1-backfill,24.0,,,
2026-04-07,NBA,401811011,6450.0,Kawhi Leonard,LAC vs DAL,36.38,9.04,36.0,35.8,38.5,0.4039,0.58,v1-backfill,41.0,,,
2026-04-07,NBA,401811009,6589.0,Draymond Green,GS vs SAC,23.57,7.86,23.0,20.9,25.5,0.3994,2.67,v1-backfill,14.0,,,
2026-04-07,NBA,401811012,2583632.0,Royce O'Neale,PHX vs HOU,11.51,6.81,11.0,14.8,13.5,0.3813,3.29,v1-backfill,5.0,,,
2026-04-07,NBA,401811007,3032976.0,Rudy Gobert,MIN vs IND,26.17,8.21,26.0,26.0,28.5,0.3841,0.17,v1-backfill,20.0,,,
2026-04-07,NBA,401811007,3064514.0,Julius Randle,MIN vs IND,33.88,9.09,33.0,31.9,35.5,0.4263,1.98,v1-backfill,25.0,,,
2026-04-07,NBA,401811004,3078576.0,Derrick White,BOS vs CHA,22.01,7.64,21.0,20.9,23.5,0.4194,1.11,v1-backfill,17.0,,,
2026-04-07,NBA,401811009,3134903.0,Gary Payton II,GS vs SAC,19.74,7.26,19.0,22.4,21.5,0.4003,2.66,v1-backfill,19.0,,,
2026-04-07,NBA,401811012,3136193.0,Devin Booker,PHX vs HOU,30.95,8.79,30.0,35.6,32.5,0.427,4.65,v1-backfill,43.0,,,
2026-04-07,NBA,401811011,3908845.0,John Collins,LAC vs DAL,20.4,7.88,20.0,21.0,22.5,0.3914,0.6,v1-backfill,20.0,,,
2026-04-07,NBA,401811006,3913176.0,Brandon Ingram,TOR vs MIA,27.17,8.65,27.0,26.8,29.5,0.3899,0.37,v1-backfill,32.0,,,
2026-04-07,NBA,401811004,3917376.0,Jaylen Brown,BOS vs CHA,38.3,9.85,38.0,41.8,40.5,0.4082,3.5,v1-backfill,47.0,,,
2026-04-07,NBA,401811007,3934673.0,Donte DiVincenzo,MIN vs IND,19.68,7.67,19.0,15.2,21.5,0.4028,4.48,v1-backfill,21.0,,,
2026-04-07,NBA,401811011,3936099.0,Derrick Jones Jr.,LAC vs DAL,14.56,7.19,14.0,13.8,16.5,0.3897,0.76,v1-backfill,23.0,,,
2026-04-07,NBA,401811004,4065648.0,Jayson Tatum,BOS vs CHA,35.38,9.51,35.0,38.5,37.5,0.4085,3.12,v1-backfill,32.0,,,
2026-04-07,NBA,401811004,4065804.0,Sam Hauser,BOS vs CHA,12.64,6.9,12.0,12.3,14.5,0.3897,0.34,v1-backfill,13.0,,,
2026-04-07,NBA,401811006,4066261.0,Bam Adebayo,MIA vs TOR,32.19,9.22,32.0,36.3,34.5,0.3973,4.11,v1-backfill,19.0,,,
2026-04-07,NBA,401811004,4066354.0,Payton Pritchard,BOS vs CHA,23.19,8.35,23.0,25.7,25.5,0.3874,2.51,v1-backfill,19.0,,,
2026-04-07,NBA,401811004,4066383.0,Miles Bridges,CHA vs BOS,27.02,8.48,26.0,23.7,28.5,0.4278,3.32,v1-backfill,29.0,,,
2026-04-07,NBA,401811009,4066436.0,De'Anthony Melton,GS vs SAC,20.76,8.03,20.0,17.1,22.5,0.4106,3.66,v1-backfill,30.0,,,
2026-04-07,NBA,401811003,4277811.0,Collin Sexton,CHI vs WSH,28.34,8.35,28.0,24.6,30.5,0.3943,3.74,v1-backfill,31.0,,,
2026-04-07,NBA,401811006,4278053.0,Davion Mitchell,MIA vs TOR,16.97,7.41,16.0,18.8,18.5,0.4147,1.83,v1-backfill,16.0,,,
2026-04-07,NBA,401811010,4278073.0,Shai Gilgeous-Alexander,OKC vs LAL,40.06,9.98,40.0,39.8,42.5,0.4,0.26,v1-backfill,34.0,,,
2026-04-07,NBA,401811010,4278129.0,Deandre Ayton,LAL vs OKC,27.06,8.31,27.0,18.6,29.5,0.3804,8.46,v1-backfill,6.0,,,
2026-04-07,NBA,401811012,4278585.0,Collin Gillespie,PHX vs HOU,15.73,7.27,15.0,20.0,17.5,0.4003,4.27,v1-backfill,1.0,,,
2026-04-07,NBA,401811011,4278594.0,Naji Marshall,DAL vs LAC,27.42,8.78,27.0,28.0,29.5,0.4028,0.58,v1-backfill,8.0,,,
2026-04-07,NBA,401811009,4279318.0,Daeqwon Plowden,SAC vs GS,15.9,7.12,15.0,18.6,17.5,0.4075,2.7,v1-backfill,13.0,,,
2026-04-07,NBA,401811006,4395625.0,RJ Barrett,TOR vs MIA,26.93,8.22,26.0,27.8,28.5,0.4211,0.87,v1-backfill,26.0,,,
2026-04-07,NBA,401811003,4395626.0,Tre Jones,CHI vs WSH,30.07,8.82,30.0,27.1,32.5,0.3876,2.97,v1-backfill,31.0,,,
