date,game_id,season,home,away,p_home,p_elo,model,result
2024-11-12,2024020247,2024,NYR,WPG,0.4988304659857806,0.54532405019749,v1-backfill,0.0
2024-11-12,2024020248,2024,STL,BOS,0.4745149720495037,0.5080189378832098,v1-backfill,0.0
2024-11-12,2024020249,2024,EDM,NYI,0.6246143058471841,0.6193733102094043,v1-backfill,1.0
2024-11-12,2024020250,2024,VAN,CGY,0.6379592202709511,0.6040852781564701,v1-backfill,1.0
2024-11-12,2024020251,2024,SEA,CBJ,0.5781472213544029,0.5956197435879638,v1-backfill,1.0
2024-11-13,2024020252,2024,PIT,DET,0.5879824409055344,0.5426120647429591,v1-backfill,0.0
2024-11-13,2024020253,2024,WSH,TOR,0.5180370707311598,0.5289760375451734,v1-backfill,0.0
2024-11-13,2024020254,2024,UTA,CAR,0.2596337227213423,0.3921914459906568,v1-backfill,1.0
2024-11-13,2024020255,2024,COL,LAK,0.5623017586427435,0.5787873995003594,v1-backfill,1.0
2024-11-13,2024020256,2024,ANA,VGK,0.3388603218590042,0.403703521057185,v1-backfill,0.0
2024-11-14,2024020257,2024,BUF,STL,0.5101706839472608,0.5495340604234079,v1-backfill,1.0
2024-11-14,2024020258,2024,OTT,PHI,0.6743427496498344,0.5815990471964934,v1-backfill,0.0
2024-11-14,2024020259,2024,TBL,WPG,0.4949456344652707,0.4702990670585111,v1-backfill,1.0
2024-11-14,2024020260,2024,FLA,NJD,0.6595666369351368,0.648480911527002,v1-backfill,0.0
2024-11-14,2024020261,2024,NYR,SJS,0.7859770860023523,0.7538128411672808,v1-backfill,1.0
2024-11-14,2024020262,2024,DAL,BOS,0.5914604541578162,0.5849184161026463,v1-backfill,1.0
2024-11-14,2024020263,2024,MIN,MTL,0.6964673287856917,0.6583941913196761,v1-backfill,1.0
2024-11-14,2024020264,2024,EDM,NSH,0.6416739887516132,0.61427911727035,v1-backfill,1.0
2024-11-14,2024020265,2024,VAN,NYI,0.6050841964520378,0.6159163168481337,v1-backfill,0.0
2024-11-14,2024020266,2024,SEA,CHI,0.6465687659581852,0.6237539492421794,v1-backfill,1.0
2024-11-15,2024020267,2024,CBJ,PIT,0.4662773666952466,0.4923842958398392,v1-backfill,1.0
2024-11-15,2024020268,2024,COL,WSH,0.6335115993384781,0.5877417214191579,v1-backfill,0.0
